COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,DateTime
103,0,457,4387.17948717949,3909.74358974359,3981.53846153846,4332.30769230769,4513.84615384615,4631.79487179487,4318.97435897436,4407.17948717949,4966.66666666667,4209.74358974359,4196.92307692308,4141.53846153846,3919.48717948718,4143.07692307692,1664,1692,21.911,21.7843456268311,0,0,0,0,2/8/2015 6:19:07 AM,
104,0,410,4383.07692307692,3891.79487179487,3960,4294.35897435897,4498.97435897436,4636.92307692308,4318.97435897436,4412.30769230769,4941.02564102564,4188.20512820513,4179.48717948718,4132.82051282051,3890.76923076923,4130.76923076923,1665,1693,21.919,21.7843456268311,0,0,0,0,2/8/2015 6:19:07 AM,
105,0,441,4402.05128205128,3896.92307692308,3961.02564102564,4302.05128205128,4504.61538461538,4671.28205128205,4318.97435897436,4433.33333333333,4974.35897435897,4184.61538461538,4183.58974358974,4147.69230769231,3894.8717948718,4110.25641025641,1664,1694,21.927,21.7843456268311,0,0,0,0,2/8/2015 6:19:07 AM,
106,0,427,4396.41025641026,3905.12820512821,3993.84615384615,4332.82051282051,4504.61538461538,4687.17948717949,4318.97435897436,4458.97435897436,5005.12820512821,4191.28205128205,4187.69230769231,4174.35897435897,3913.84615384615,4084.10256410256,1665,1695,21.935,21.7843456268311,0,0,0,0,2/8/2015 6:19:07 AM,
107,0,457,4392.82051282051,3892.82051282051,4010.76923076923,4324.10256410256,4503.07692307692,4687.69230769231,4318.97435897436,4460,4964.61538461539,4204.61538461538,4189.23076923077,4176.92307692308,3911.28205128205,4109.74358974359,1663,1694,21.943,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
108,0,410,4431.79487179487,3897.94871794872,3995.89743589744,4309.23076923077,4530.76923076923,4677.4358974359,4318.97435897436,4455.89743589744,4940.51282051282,4203.58974358974,4198.97435897436,4155.38461538462,3915.38461538462,4189.74358974359,1665,1695,21.951,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
109,0,441,4451.28205128205,3916.41025641026,3985.12820512821,4317.94871794872,4553.84615384615,4651.79487179487,4318.97435897436,4468.71794871795,4958.97435897436,4196.41025641026,4197.94871794872,4147.17948717949,3923.58974358974,4211.79487179487,1665,1693,21.958,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
110,0,427,4434.8717948718,3911.28205128205,3987.17948717949,4323.07692307692,4542.5641025641,4635.89743589744,4318.97435897436,4481.53846153846,4940,4200,4188.71794871795,4153.33333333333,3917.4358974359,4158.97435897436,1664,1695,21.966,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
111,0,457,4437.94871794872,3905.12820512821,3989.23076923077,4325.12820512821,4531.79487179487,4655.89743589744,4318.97435897436,4494.35897435897,4928.71794871795,4200,4184.10256410256,4153.84615384615,3920,4142.05128205128,1666,1694,21.974,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
112,0,410,4451.79487179487,3915.89743589744,3989.74358974359,4324.61538461538,4533.84615384615,4686.66666666667,4318.97435897436,4516.92307692308,4955.89743589744,4195.38461538462,4186.66666666667,4151.79487179487,3922.05128205128,4160.51282051282,1665,1694,21.982,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
113,0,441,4446.66666666667,3916.92307692308,4002.05128205128,4315.89743589744,4523.58974358974,4684.10256410256,4318.97435897436,4528.71794871795,4957.4358974359,4198.46153846154,4200,4153.84615384615,3916.41025641026,4154.35897435897,1665,1692,21.99,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
114,0,427,4436.92307692308,3909.23076923077,4011.28205128205,4310.25641025641,4501.02564102564,4654.8717948718,4318.97435897436,4522.5641025641,4926.66666666667,4202.5641025641,4196.41025641026,4153.33333333333,3912.30769230769,4150.76923076923,1665,1691,21.997,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
115,0,457,4435.38461538462,3906.66666666667,3995.38461538462,4309.74358974359,4497.94871794872,4630.76923076923,4318.97435897436,4521.53846153846,4906.15384615385,4192.82051282051,4171.28205128205,4149.23076923077,3902.05128205128,4156.41025641026,1665,1692,22.005,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
116,0,410,4438.97435897436,3912.30769230769,3989.74358974359,4311.79487179487,4529.23076923077,4636.92307692308,4318.97435897436,4534.35897435897,4917.94871794872,4181.53846153846,4175.38461538462,4151.79487179487,3900.51282051282,4150.25641025641,1664,1692,22.013,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
117,0,441,4452.82051282051,3918.97435897436,4014.35897435898,4317.94871794872,4552.30769230769,4677.4358974359,4318.97435897436,4548.71794871795,4950.25641025641,4195.89743589744,4209.23076923077,4164.61538461538,3922.5641025641,4149.74358974359,1664,1693,22.021,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
118,0,427,4462.5641025641,3912.82051282051,4025.64102564103,4315.38461538462,4530.76923076923,4700,4318.97435897436,4547.69230769231,4964.61538461539,4209.23076923077,4202.05128205128,4171.28205128205,3931.28205128205,4147.69230769231,1664,1694,22.029,21.9094543457031,0,0,0,0,2/8/2015 6:19:07 AM,
