COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,DateTime,
44,0,0,4556.923077,4016.923077,3846.153846,4341.025641,4416.410256,4369.74359,4312.820513,4474.871795,4571.282051,4085.641026,4275.384615,4530.769231,3850.25641,4144.102564,1665,1694,10.641,10.56376553,0,0,0,0,2/8/15 6:13
45,0,0,4565.641026,4005.128205,3846.153846,4336.410256,4400,4354.871795,4313.846154,4473.846154,4565.128205,4074.871795,4280.512821,4533.333333,3844.102564,4137.948718,1666,1692,10.649,10.56376553,0,0,0,0,2/8/15 6:13
46,0,0,4571.282051,4005.641026,3837.948718,4328.205128,4422.051282,4348.717949,4312.820513,4472.820513,4552.820513,4074.358974,4278.974359,4536.923077,3847.692308,4148.717949,1664,1692,10.657,10.65759659,0,0,0,0,2/8/15 6:13
47,0,0,4570.769231,4012.307692,3829.230769,4330.25641,4430.769231,4356.923077,4312.820513,4477.435897,4562.051282,4076.410256,4279.487179,4536.410256,3861.538462,4160,1665,1691,10.664,10.65759659,0,0,0,0,2/8/15 6:13
48,0,0,4567.179487,4007.179487,3836.410256,4336.410256,4412.307692,4361.538462,4313.333333,4480,4573.846154,4084.615385,4284.102564,4543.589744,3867.692308,4144.102564,1665,1692,10.672,10.65759659,0,0,0,0,2/8/15 6:13
49,0,0,4558.461538,4002.564103,3848.205128,4333.333333,4410.769231,4355.897436,4312.820513,4471.282051,4559.487179,4086.153846,4283.076923,4549.230769,3865.128205,4130.769231,1666,1691,10.68,10.65759659,0,0,0,0,2/8/15 6:13
50,0,0,4565.128205,4005.641026,3844.615385,4331.282051,4417.948718,4352.820513,4312.820513,4463.589744,4549.74359,4073.333333,4281.025641,4539.487179,3865.128205,4159.487179,1665,1692,10.689,10.65759659,0,0,0,0,2/8/15 6:13
51,0,0,4574.871795,4007.692308,3835.897436,4336.410256,4406.666667,4352.307692,4312.820513,4465.128205,4556.923077,4075.897436,4284.102564,4532.307692,3865.641026,4173.846154,1665,1692,10.697,10.65759659,0,0,0,0,2/8/15 6:13
52,0,0,4565.128205,4005.128205,3836.410256,4337.948718,4398.974359,4350.769231,4312.820513,4465.128205,4557.435897,4092.307692,4281.538462,4533.846154,3865.641026,4158.461538,1664,1692,10.704,10.65759659,0,0,0,0,2/8/15 6:13
53,0,0,4566.666667,4004.615385,3834.358974,4334.358974,4417.435897,4353.846154,4312.820513,4461.538462,4556.923077,4092.307692,4268.717949,4535.897436,3864.102564,4146.153846,1665,1694,10.713,10.65759659,0,0,0,0,2/8/15 6:13
54,0,0,4576.410256,4005.128205,3828.205128,4325.128205,4426.153846,4356.923077,4312.820513,4461.538462,4564.102564,4081.025641,4267.179487,4536.923077,3859.487179,4125.128205,1664,1692,10.72,10.65759659,0,0,0,0,2/8/15 6:13
55,0,0,4561.025641,4002.051282,3837.948718,4324.102564,4409.74359,4358.974359,4312.820513,4462.051282,4570.769231,4082.051282,4280,4537.948718,3857.435897,4126.666667,1664,1694,10.727,10.65759659,0,0,0,0,2/8/15 6:13
