COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,DateTime,
12,0,386,4610.769231,4041.025641,3898.974359,4331.794872,4468.717949,4368.205128,4317.948718,4477.435897,4566.666667,4110.25641,4274.871795,3917.435897,3957.435897,4214.871795,1664,1692,12.409,12.28399372,0,0,0,0,2/8/15 6:13
13,0,463,4610.769231,4044.102564,3880.512821,4328.717949,4470.25641,4372.820513,4317.948718,4475.897436,4569.230769,4123.589744,4283.589744,3903.589744,3972.820513,4238.974359,1664,1692,12.417,12.28399372,0,0,0,0,2/8/15 6:13
14,0,441,4599.487179,4045.641026,3878.461538,4324.102564,4477.435897,4377.948718,4317.948718,4473.333333,4566.153846,4125.128205,4283.076923,3907.179487,3967.179487,4220,1664,1691,12.426,12.28399372,0,0,0,0,2/8/15 6:13
15,0,436,4594.871795,4045.641026,3883.076923,4326.153846,4476.410256,4385.128205,4317.948718,4473.333333,4568.205128,4114.358974,4277.948718,3905.641026,3953.846154,4192.307692,1664,1692,12.432,12.28399372,0,0,0,0,2/8/15 6:13
16,0,0,4616.410256,4038.974359,3886.153846,4335.897436,4474.358974,4385.128205,4317.948718,4471.282051,4571.282051,4106.153846,4278.974359,3893.333333,3951.282051,4197.948718,1666,1690,12.439,12.44037819,0,0,0,0,2/8/15 6:13
17,0,0,4624.615385,4037.948718,3885.128205,4336.410256,4482.051282,4376.410256,4317.948718,4466.666667,4568.717949,4105.641026,4281.538462,3889.74359,3956.923077,4211.282051,1663,1691,12.447,12.44037819,0,0,0,0,2/8/15 6:13
18,0,0,4613.333333,4055.384615,3877.948718,4328.717949,4494.358974,4380.512821,4317.948718,4464.615385,4564.615385,4112.820513,4275.384615,3895.897436,3958.974359,4183.076923,1664,1691,12.455,12.44037819,0,0,0,0,2/8/15 6:13
19,0,0,4608.205128,4057.948718,3868.717949,4329.230769,4497.948718,4392.820513,4317.948718,4464.102564,4563.589744,4122.051282,4263.076923,3892.307692,3951.282051,4161.025641,1663,1690,12.463,12.44037819,0,0,0,0,2/8/15 6:13
20,0,0,4605.128205,4036.410256,3867.692308,4341.025641,4488.717949,4386.153846,4317.948718,4465.641026,4566.666667,4124.615385,4263.589744,3881.025641,3941.538462,4194.358974,1663,1691,12.471,12.44037819,0,0,0,0,2/8/15 6:13
21,0,0,4596.923077,4033.333333,3864.615385,4345.128205,4487.179487,4377.435897,4317.948718,4469.74359,4569.230769,4127.179487,4272.820513,3875.384615,3940.512821,4215.384615,1664,1691,12.478,12.44037819,0,0,0,0,2/8/15 6:13
22,0,0,4589.74359,4040,3854.358974,4334.871795,4501.538462,4388.205128,4317.948718,4473.846154,4570.769231,4138.461538,4271.282051,3874.871795,3943.589744,4184.102564,1663,1692,12.486,12.44037819,0,0,0,0,2/8/15 6:13
23,0,0,4573.846154,4023.076923,3854.358974,4324.102564,4504.102564,4401.025641,4317.948718,4473.846154,4569.74359,4141.538462,4265.641026,3877.948718,3944.615385,4156.410256,1664,1692,12.494,12.44037819,0,0,0,0,2/8/15 6:13
24,0,0,4560.512821,4008.717949,3855.897436,4320.512821,4491.282051,4398.974359,4317.948718,4472.307692,4568.205128,4128.205128,4263.076923,3876.923077,3938.974359,4158.974359,1664,1693,12.502,12.44037819,0,0,0,0,2/8/15 6:13
25,0,0,4580,4021.538462,3851.282051,4321.538462,4486.153846,4394.871795,4317.948718,4471.282051,4567.692308,4123.076923,4263.589744,3867.179487,3931.282051,4157.435897,1664,1693,12.51,12.44037819,0,0,0,0,2/8/15 6:13
26,0,0,4608.717949,4039.487179,3855.897436,4331.282051,4494.358974,4394.871795,4317.948718,4475.897436,4571.794872,4134.358974,4264.615385,3862.051282,3938.461538,4172.307692,1664,1694,12.518,12.44037819,0,0,0,0,2/8/15 6:13
27,0,0,4610.769231,4040,3866.666667,4342.564103,4494.358974,4400.512821,4317.948718,4487.179487,4580,4142.564103,4266.153846,3865.128205,3952.307692,4192.307692,1665,1693,12.525,12.44037819,0,0,0,0,2/8/15 6:13
28,0,0,4597.435897,4030.25641,3856.923077,4336.410256,4500,4412.820513,4317.948718,4487.692308,4577.435897,4135.384615,4270.769231,3856.923077,3949.230769,4176.923077,1664,1692,12.533,12.53420925,0,0,0,0,2/8/15 6:13
29,0,0,4595.384615,4028.717949,3844.102564,4333.846154,4512.307692,4408.205128,4317.948718,4476.923077,4568.205128,4125.128205,4275.384615,3846.153846,3940,4171.282051,1664,1692,12.541,12.53420925,0,0,0,0,2/8/15 6:13
30,0,0,4602.051282,4032.307692,3848.205128,4343.589744,4501.538462,4386.153846,4317.948718,4473.846154,4571.282051,4121.025641,4280,3848.205128,3944.615385,4195.384615,1664,1693,12.549,12.53420925,0,0,0,0,2/8/15 6:13
31,0,0,4589.230769,4027.179487,3851.794872,4337.948718,4492.307692,4386.153846,4317.948718,4477.435897,4576.410256,4114.358974,4280,3848.205128,3946.153846,4187.179487,1663,1692,12.557,12.53420925,0,0,0,0,2/8/15 6:13
32,0,0,4568.717949,4018.974359,3857.435897,4324.615385,4496.410256,4398.974359,4317.948718,4473.846154,4560,4098.974359,4270.25641,3850.25641,3932.307692,4140.512821,1663,1692,12.564,12.56548595,0,0,0,0,2/8/15 6:13
33,0,0,4586.153846,4017.435897,3864.615385,4327.179487,4480.512821,4390.25641,4317.948718,4469.74359,4552.307692,4089.230769,4262.051282,3860.512821,3923.589744,4124.615385,1664,1691,12.572,12.56548595,0,0,0,0,2/8/15 6:13
34,0,0,4612.820513,4020,3860.512821,4330.25641,4455.897436,4383.589744,4317.948718,4474.358974,4569.230769,4101.025641,4265.128205,3867.179487,3928.717949,4141.025641,1663,1693,12.58,12.56548595,0,0,0,0,2/8/15 6:13
35,0,0,4592.820513,4018.461538,3848.205128,4326.666667,4464.615385,4398.461538,4317.948718,4477.948718,4573.333333,4103.589744,4267.692308,3860.512821,3930.25641,4144.615385,1664,1693,12.588,12.56548595,0,0,0,0,2/8/15 6:13
36,0,0,4564.102564,4013.846154,3833.846154,4327.692308,4491.282051,4395.897436,4317.948718,4477.435897,4565.128205,4086.153846,4264.615385,3847.692308,3923.076923,4162.051282,1662,1694,12.596,12.59676266,0,0,0,0,2/8/15 6:13
37,0,0,4563.076923,4015.384615,3832.307692,4325.641026,4489.230769,4381.538462,4317.948718,4474.871795,4568.205128,4087.692308,4265.128205,3849.230769,3923.076923,4162.051282,1664,1693,12.604,12.59676266,0,0,0,0,2/8/15 6:13
38,0,0,4571.282051,4018.974359,3844.615385,4321.538462,4478.974359,4391.794872,4317.948718,4474.358974,4567.692308,4106.153846,4267.692308,3863.076923,3927.692308,4118.461538,1662,1693,12.612,12.59676266,0,0,0,0,2/8/15 6:13
39,0,0,4579.487179,4010.769231,3854.358974,4324.615385,4485.128205,4401.538462,4317.948718,4474.358974,4555.897436,4108.205128,4267.692308,3870.25641,3925.641026,4124.615385,1663,1694,12.62,12.59676266,0,0,0,0,2/8/15 6:13
40,0,0,4591.282051,4006.153846,3849.230769,4327.692308,4497.435897,4388.717949,4317.948718,4472.307692,4557.948718,4101.538462,4265.128205,3865.641026,3924.615385,4180.512821,1663,1693,12.628,12.59676266,0,0,0,0,2/8/15 6:13
41,0,0,4587.692308,4015.384615,3832.820513,4328.205128,4492.820513,4383.589744,4317.948718,4471.282051,4569.74359,4107.179487,4266.666667,3860,3929.74359,4169.74359,1662,1693,12.636,12.59676266,0,0,0,0,2/8/15 6:13
42,0,0,4575.384615,4013.846154,3835.897436,4328.205128,4476.923077,4393.333333,4318.461538,4472.820513,4568.205128,4107.179487,4275.897436,3860,3931.794872,4122.564103,1664,1693,12.643,12.59676266,0,0,0,0,2/8/15 6:13
43,0,0,4573.846154,4000.512821,3858.461538,4325.128205,4473.846154,4397.435897,4318.461538,4474.871795,4563.076923,4088.717949,4283.076923,3874.871795,3929.230769,4138.974359,1664,1692,12.651,12.59676266,0,0,0,0,2/8/15 6:13
44,0,0,4585.641026,4000.512821,3858.461538,4325.128205,4477.435897,4401.025641,4317.948718,4475.897436,4566.666667,4074.871795,4278.974359,3883.076923,3926.666667,4166.153846,1664,1692,12.658,12.65931702,0,0,0,0,2/8/15 6:13
45,0,0,4594.358974,4008.205128,3843.076923,4327.179487,4477.948718,4404.615385,4318.461538,4474.871795,4569.74359,4084.102564,4270.769231,3869.74359,3929.74359,4149.74359,1663,1693,12.667,12.65931702,0,0,0,0,2/8/15 6:13
46,0,0,4572.307692,4005.128205,3843.589744,4321.538462,4470.25641,4400,4318.974359,4474.871795,4569.74359,4093.846154,4264.615385,3866.666667,3929.230769,4124.615385,1664,1693,12.675,12.65931702,0,0,0,0,2/8/15 6:13
47,0,0,4550.769231,3995.897436,3840,4317.435897,4459.487179,4393.846154,4314.871795,4474.871795,4564.615385,4083.076923,4261.538462,3879.487179,3917.948718,4113.333333,1663,1693,12.683,12.65931702,0,0,0,0,2/8/15 6:13
48,0,0,4575.897436,3998.461538,3834.358974,4322.564103,4458.461538,4392.307692,4311.282051,4473.333333,4555.897436,4074.358974,4270.25641,3882.051282,3916.410256,4128.205128,1664,1693,12.691,12.65931702,0,0,0,0,2/8/15 6:13
49,0,0,4600.512821,4003.076923,3847.692308,4327.692308,4461.025641,4387.692308,4312.820513,4471.794872,4555.384615,4084.102564,4278.974359,3879.487179,3927.179487,4129.74359,1664,1693,12.697,12.65931702,0,0,0,0,2/8/15 6:13
50,0,0,4580.512821,4000.512821,3854.871795,4327.692308,4456.923077,4380,4313.846154,4471.794872,4558.461538,4093.333333,4276.923077,3885.641026,3925.641026,4111.794872,1663,1694,12.705,12.65931702,0,0,0,0,2/8/15 6:13
51,0,0,4562.051282,4003.076923,3843.589744,4326.153846,4462.051282,4377.435897,4312.307692,4469.74359,4556.410256,4089.74359,4273.846154,3882.564103,3925.641026,4136.410256,1664,1692,12.713,12.65931702,0,0,0,0,2/8/15 6:13
52,0,0,4573.846154,4007.179487,3836.923077,4325.128205,4488.205128,4380.512821,4312.820513,4470.769231,4556.410256,4089.74359,4273.846154,3865.641026,3937.435897,4185.641026,1664,1693,12.721,12.65931702,0,0,0,0,2/8/15 6:13
53,0,0,4572.820513,4004.102564,3834.358974,4327.179487,4496.923077,4381.538462,4314.358974,4474.871795,4559.487179,4096.410256,4267.692308,3865.641026,3934.871795,4164.615385,1666,1691,12.729,12.65931702,0,0,0,0,2/8/15 6:13
54,0,0,4564.615385,4001.025641,3831.794872,4328.717949,4472.820513,4381.025641,4313.846154,4470.769231,4554.358974,4090.25641,4262.564103,3882.564103,3923.076923,4107.179487,1665,1692,12.737,12.65931702,0,0,0,0,2/8/15 6:13
55,0,0,4571.794872,3998.461538,3832.307692,4324.102564,4456.923077,4387.692308,4313.846154,4465.641026,4551.282051,4080.512821,4271.282051,3886.153846,3927.179487,4113.846154,1664,1691,12.744,12.65931702,0,0,0,0,2/8/15 6:13
56,0,0,4571.794872,3991.282051,3833.846154,4321.538462,4460,4388.205128,4313.846154,4470.769231,4556.923077,4087.179487,4274.871795,3878.974359,3930.25641,4135.384615,1665,1692,12.752,12.65931702,0,0,0,0,2/8/15 6:13
57,0,0,4567.179487,3989.230769,3835.384615,4320.512821,4455.897436,4372.307692,4313.846154,4475.384615,4558.461538,4093.846154,4271.282051,3886.666667,3926.666667,4122.564103,1665,1692,12.76,12.65931702,0,0,0,0,2/8/15 6:13
58,0,0,4568.205128,3989.230769,3832.307692,4316.923077,4456.410256,4370.769231,4313.333333,4472.820513,4552.307692,4085.641026,4273.333333,3895.897436,3927.692308,4125.128205,1665,1693,12.768,12.65931702,0,0,0,0,2/8/15 6:13
59,0,0,4570.769231,3988.717949,3828.205128,4320,4473.333333,4394.871795,4312.307692,4473.333333,4556.923077,4079.487179,4278.461538,3892.307692,3932.820513,4144.615385,1665,1693,12.776,12.65931702,0,0,0,0,2/8/15 6:13
60,0,0,4568.205128,3993.846154,3831.282051,4327.692308,4481.025641,4405.641026,4310.769231,4476.410256,4571.794872,4084.615385,4282.051282,3891.282051,3934.871795,4140,1665,1691,12.783,12.78442383,0,0,0,0,2/8/15 6:13
61,0,0,4554.358974,3995.897436,3831.794872,4324.615385,4475.897436,4387.692308,4310.25641,4473.846154,4574.358974,4096.410256,4276.923077,3891.794872,3931.794872,4115.897436,1664,1693,12.792,12.78442383,0,0,0,0,2/8/15 6:13
62,0,0,4548.205128,3998.461538,3829.74359,4326.153846,4474.358974,4371.794872,4312.820513,4473.846154,4569.74359,4107.179487,4271.282051,3884.615385,3933.846154,4120,1666,1691,12.8,12.78442383,0,0,0,0,2/8/15 6:13
63,0,0,4562.564103,4005.128205,3835.384615,4333.333333,4477.435897,4377.948718,4317.435897,4478.974359,4574.358974,4106.153846,4273.846154,3876.923077,3945.641026,4136.410256,1664,1692,12.808,12.78442383,0,0,0,0,2/8/15 6:13
64,0,406,4571.282051,4003.076923,3847.692308,4328.717949,4473.846154,4386.666667,4319.487179,4480,4570.25641,4102.564103,4280,3885.641026,3947.179487,4121.538462,1665,1691,12.816,12.78442383,0,0,0,0,2/8/15 6:13
65,0,430,4571.794872,4000,3850.769231,4323.076923,4460,4376.923077,4317.948718,4476.923077,4556.410256,4101.538462,4280.512821,3901.025641,3940,4114.358974,1664,1691,12.823,12.78442383,0,0,0,0,2/8/15 6:13
66,0,424,4570.769231,4000.512821,3836.410256,4328.205128,4451.282051,4366.666667,4317.948718,4474.871795,4553.846154,4094.871795,4271.794872,3897.435897,3939.487179,4154.358974,1665,1691,12.83,12.78442383,0,0,0,0,2/8/15 6:13
67,0,496,4561.538462,3989.230769,3832.820513,4326.153846,4463.589744,4376.923077,4318.461538,4474.871795,4555.384615,4086.153846,4267.692308,3889.74359,3943.076923,4163.589744,1664,1692,12.838,12.78442383,0,0,0,0,2/8/15 6:13
68,0,479,4562.051282,3984.102564,3848.205128,4323.076923,4483.076923,4382.564103,4317.948718,4473.333333,4555.384615,4091.282051,4272.820513,3898.974359,3938.974359,4129.74359,1664,1693,12.846,12.78442383,0,0,0,0,2/8/15 6:13
69,0,454,4571.794872,4005.641026,3846.153846,4332.307692,4492.307692,4373.846154,4317.948718,4473.333333,4565.641026,4104.102564,4276.923077,3904.102564,3943.076923,4137.435897,1663,1693,12.854,12.78442383,0,0,0,0,2/8/15 6:13
70,0,454,4572.307692,4020.512821,3839.487179,4338.974359,4488.205128,4373.846154,4317.948718,4474.871795,4573.846154,4102.051282,4279.487179,3902.051282,3955.384615,4161.025641,1663,1693,12.862,12.78442383,0,0,0,0,2/8/15 6:13
71,0,0,4578.974359,4009.230769,3846.666667,4332.307692,4472.820513,4374.358974,4317.948718,4465.128205,4564.102564,4093.333333,4276.410256,3909.74359,3953.846154,4151.794872,1664,1693,12.869,12.78442383,0,0,0,0,2/8/15 6:13
72,0,408,4574.871795,3998.974359,3841.538462,4326.153846,4464.615385,4367.179487,4317.948718,4453.846154,4551.794872,4099.487179,4266.666667,3910.769231,3940.512821,4131.282051,1664,1693,12.878,12.78442383,0,0,0,0,2/8/15 6:13
73,0,426,4548.717949,4002.051282,3834.871795,4329.230769,4474.871795,4374.358974,4317.948718,4462.051282,4555.897436,4111.794872,4267.692308,3897.435897,3944.102564,4129.230769,1664,1690,12.886,12.78442383,0,0,0,0,2/8/15 6:13
74,0,441,4558.974359,4008.205128,3842.051282,4332.307692,4485.641026,4384.102564,4317.948718,4476.410256,4568.717949,4107.692308,4281.538462,3891.794872,3959.487179,4157.948718,1662,1691,12.894,12.78442383,0,0,0,0,2/8/15 6:13
75,0,436,4581.538462,4003.076923,3837.948718,4327.179487,4474.358974,4369.230769,4317.948718,4477.435897,4574.871795,4107.179487,4282.051282,3896.923077,3954.358974,4158.461538,1663,1691,12.902,12.78442383,0,0,0,0,2/8/15 6:13
76,0,386,4551.282051,3989.74359,3832.820513,4325.128205,4468.717949,4366.666667,4317.948718,4473.846154,4571.282051,4122.051282,4272.820513,3904.615385,3943.076923,4108.717949,1663,1691,12.91,12.90953159,0,0,0,0,2/8/15 6:13
77,0,463,4531.282051,3988.717949,3837.435897,4328.205128,4495.897436,4392.820513,4317.948718,4474.871795,4570.25641,4120.512821,4270.25641,3911.794872,3941.538462,4102.564103,1663,1691,12.917,12.90953159,0,0,0,0,2/8/15 6:13
78,0,441,4567.179487,3995.897436,3834.871795,4326.666667,4513.333333,4401.025641,4317.948718,4475.897436,4569.230769,4103.589744,4274.358974,3908.717949,3940.512821,4161.025641,1663,1691,12.925,12.90953159,0,0,0,0,2/8/15 6:13
79,0,436,4586.153846,3997.435897,3831.282051,4331.794872,4497.435897,4385.641026,4317.948718,4476.410256,4571.282051,4109.74359,4280.512821,3902.564103,3948.205128,4193.333333,1663,1693,12.933,12.90953159,0,0,0,0,2/8/15 6:13
80,0,386,4553.846154,4002.051282,3827.179487,4337.948718,4488.205128,4383.589744,4317.948718,4475.384615,4576.410256,4126.153846,4273.846154,3905.641026,3956.923077,4173.846154,1663,1693,12.941,12.90953159,0,0,0,0,2/8/15 6:13
81,0,463,4531.794872,4001.538462,3812.820513,4320.512821,4492.820513,4391.794872,4317.948718,4473.846154,4564.615385,4112.307692,4262.564103,3908.205128,3947.179487,4145.128205,1662,1695,12.949,12.90953159,0,0,0,0,2/8/15 6:13
82,0,441,4538.461538,3987.692308,3812.307692,4310.769231,4494.358974,4395.384615,4317.948718,4476.410256,4553.846154,4092.307692,4268.717949,3911.282051,3935.897436,4120,1663,1693,12.956,12.90953159,0,0,0,0,2/8/15 6:13
83,0,436,4540.512821,3986.666667,3821.025641,4329.230769,4490.769231,4386.153846,4317.948718,4476.923077,4567.179487,4101.538462,4275.897436,3921.538462,3943.076923,4100.512821,1663,1690,12.964,12.90953159,0,0,0,0,2/8/15 6:13
84,0,386,4541.025641,3988.717949,3816.410256,4327.179487,4475.384615,4371.794872,4317.948718,4471.794872,4571.282051,4112.307692,4267.179487,3926.153846,3947.179487,4111.794872,1662,1690,12.972,12.90953159,0,0,0,0,2/8/15 6:13
85,0,463,4550.25641,3980,3813.846154,4310.769231,4475.384615,4372.307692,4317.948718,4471.282051,4561.538462,4105.128205,4263.076923,3925.128205,3942.051282,4139.487179,1661,1691,12.98,12.90953159,0,0,0,0,2/8/15 6:13
86,0,441,4552.307692,3981.538462,3822.051282,4322.564103,4495.384615,4377.948718,4317.948718,4475.384615,4563.589744,4102.564103,4270.25641,3925.128205,3943.589744,4157.435897,1661,1693,12.988,12.90953159,0,0,0,0,2/8/15 6:13
87,0,436,4550.25641,3982.564103,3815.897436,4328.205128,4486.666667,4365.128205,4317.948718,4472.820513,4563.076923,4107.179487,4271.282051,3923.076923,3945.128205,4160,1662,1694,12.996,12.90953159,0,0,0,0,2/8/15 6:13
88,0,386,4559.487179,3971.282051,3798.461538,4305.641026,4470.25641,4356.410256,4317.948718,4468.717949,4552.307692,4107.692308,4266.666667,3923.076923,3944.615385,4133.846154,1661,1694,13.002,12.90953159,0,0,0,0,2/8/15 6:13
89,0,463,4563.589744,3972.307692,3794.871795,4306.666667,4486.153846,4374.358974,4317.948718,4471.282051,4559.487179,4111.282051,4266.666667,3936.923077,3941.025641,4104.102564,1663,1696,13.01,12.90953159,0,0,0,0,2/8/15 6:13
90,0,441,4552.820513,3973.333333,3803.076923,4325.128205,4499.487179,4385.641026,4317.948718,4476.410256,4573.846154,4118.974359,4267.692308,3944.615385,3930.769231,4117.435897,1663,1695,13.018,12.90953159,0,0,0,0,2/8/15 6:13
91,0,436,4547.692308,3968.205128,3801.025641,4325.641026,4489.230769,4382.051282,4317.948718,4477.435897,4573.846154,4121.025641,4265.641026,3930.769231,3932.307692,4158.461538,1663,1696,13.026,12.90953159,0,0,0,0,2/8/15 6:13
92,0,386,4551.794872,3979.487179,3791.282051,4322.564103,4483.589744,4392.820513,4318.461538,4475.897436,4572.307692,4121.538462,4264.615385,3923.076923,3944.615385,4157.948718,1664,1692,13.035,13.03463936,0,0,0,0,2/8/15 6:13
93,0,463,4552.307692,3988.205128,3790.769231,4324.102564,4494.358974,4402.051282,4317.948718,4475.384615,4572.820513,4122.051282,4265.641026,3937.435897,3944.102564,4124.615385,1662,1693,13.042,13.03463936,0,0,0,0,2/8/15 6:13
94,0,441,4551.794872,3988.205128,3795.897436,4326.666667,4515.897436,4401.025641,4317.948718,4475.897436,4571.794872,4120,4265.641026,3948.205128,3939.487179,4131.794872,1664,1692,13.05,13.03463936,0,0,0,0,2/8/15 6:13
95,0,436,4563.589744,4003.076923,3807.179487,4340,4505.128205,4409.230769,4318.974359,4477.435897,4573.333333,4123.076923,4268.205128,3953.333333,3941.538462,4156.923077,1664,1692,13.057,13.03463936,0,0,0,0,2/8/15 6:13
96,0,386,4582.051282,4007.692308,3821.538462,4345.128205,4476.410256,4408.717949,4316.923077,4476.410256,4572.307692,4120.512821,4265.128205,3966.153846,3929.74359,4134.358974,1663,1694,13.065,13.06591606,0,0,0,0,2/8/15 6:13
97,0,463,4590.769231,3997.435897,3813.333333,4331.282051,4500,4384.102564,4312.820513,4475.897436,4568.205128,4109.74359,4261.025641,3962.051282,3920,4115.384615,1663,1694,13.073,13.06591606,0,0,0,0,2/8/15 6:13
98,0,441,4586.153846,4003.076923,3788.205128,4329.230769,4537.948718,4380,4311.794872,4483.076923,4572.307692,4114.871795,4268.717949,3942.564103,3940.512821,4154.358974,1663,1695,13.081,13.06591606,0,0,0,0,2/8/15 6:13
99,0,436,4570.769231,4005.641026,3788.717949,4337.435897,4528.205128,4398.461538,4312.820513,4489.230769,4580.512821,4129.230769,4273.333333,3942.564103,3949.74359,4165.128205,1663,1695,13.089,13.06591606,0,0,0,0,2/8/15 6:13
100,0,386,4562.051282,3990.769231,3805.128205,4337.435897,4491.282051,4400.512821,4313.846154,4481.025641,4576.410256,4126.666667,4261.538462,3953.333333,3932.820513,4145.641026,1663,1695,13.097,13.06591606,0,0,0,0,2/8/15 6:13
101,0,463,4577.948718,3990.25641,3795.897436,4338.461538,4462.051282,4393.333333,4314.871795,4470.769231,4566.666667,4113.846154,4258.461538,3948.717949,3927.179487,4164.102564,1663,1694,13.105,13.06591606,0,0,0,0,2/8/15 6:13
102,0,441,4587.692308,3999.487179,3778.461538,4342.564103,4476.410256,4395.897436,4313.333333,4473.846154,4566.153846,4109.74359,4273.846154,3941.025641,3932.820513,4169.74359,1663,1694,13.113,13.06591606,0,0,0,0,2/8/15 6:13
103,0,436,4566.153846,3991.794872,3781.025641,4332.307692,4529.74359,4392.820513,4312.307692,4476.923077,4571.282051,4108.205128,4276.923077,3936.923077,3930.769231,4141.025641,1663,1692,13.121,13.06591606,0,0,0,0,2/8/15 6:13
104,0,386,4551.282051,3977.948718,3791.794872,4322.051282,4539.487179,4382.051282,4313.846154,4475.897436,4576.923077,4106.153846,4264.615385,3935.384615,3925.641026,4117.948718,1663,1692,13.128,13.06591606,0,0,0,0,2/8/15 6:13
105,0,463,4565.128205,3978.974359,3786.666667,4328.205128,4503.589744,4385.641026,4314.358974,4481.538462,4582.051282,4111.282051,4259.487179,3937.948718,3924.615385,4103.076923,1664,1692,13.136,13.06591606,0,0,0,0,2/8/15 6:13
106,0,441,4570.25641,3988.717949,3772.307692,4335.384615,4501.025641,4401.025641,4313.333333,4487.692308,4582.564103,4121.025641,4263.076923,3939.487179,3932.307692,4117.948718,1662,1692,13.144,13.06591606,0,0,0,0,2/8/15 6:13
107,0,436,4564.615385,3999.487179,3774.871795,4338.461538,4517.435897,4410.25641,4313.846154,4492.820513,4586.153846,4126.666667,4267.179487,3944.615385,3945.128205,4163.076923,1663,1693,13.151,13.06591606,0,0,0,0,2/8/15 6:13
108,0,386,4572.307692,4001.538462,3785.641026,4341.025641,4510.25641,4405.128205,4313.846154,4489.74359,4582.564103,4125.128205,4273.333333,3956.923077,3941.538462,4161.538462,1663,1693,13.159,13.15974712,0,0,0,0,2/8/15 6:13
109,0,463,4571.794872,3994.358974,3788.205128,4341.025641,4503.076923,4396.923077,4313.846154,4478.461538,4571.794872,4121.538462,4276.410256,3968.205128,3926.666667,4106.153846,1663,1693,13.167,13.15974712,0,0,0,0,2/8/15 6:13
110,0,441,4556.410256,3988.717949,3786.153846,4335.384615,4511.794872,4385.641026,4313.846154,4478.461538,4576.923077,4121.025641,4267.179487,3970.25641,3929.230769,4111.282051,1663,1692,13.174,13.15974712,0,0,0,0,2/8/15 6:13
111,0,436,4568.205128,3987.179487,3780.512821,4330.769231,4514.358974,4378.461538,4313.846154,4486.153846,4587.692308,4121.538462,4264.615385,3961.025641,3941.025641,4164.102564,1664,1693,13.182,13.15974712,0,0,0,0,2/8/15 6:13
112,0,386,4596.923077,3988.205128,3777.948718,4338.974359,4511.794872,4390.25641,4313.846154,4482.564103,4584.102564,4112.307692,4273.846154,3955.897436,3942.051282,4158.461538,1665,1691,13.19,13.15974712,0,0,0,0,2/8/15 6:13
113,0,463,4577.435897,3990.25641,3783.589744,4350.25641,4510.25641,4401.538462,4313.846154,4476.410256,4578.974359,4104.102564,4272.307692,3964.615385,3945.128205,4130.25641,1664,1690,13.198,13.15974712,0,0,0,0,2/8/15 6:13
114,0,441,4548.717949,3992.307692,3784.615385,4349.230769,4492.307692,4390.25641,4313.333333,4477.435897,4577.435897,4107.179487,4264.615385,3973.333333,3940.512821,4130.769231,1665,1688,13.206,13.15974712,0,0,0,0,2/8/15 6:13
115,0,436,4568.717949,3989.230769,3780.512821,4339.487179,4480,4386.153846,4313.333333,4476.923077,4568.717949,4111.282051,4271.794872,3973.846154,3928.205128,4136.923077,1664,1690,13.213,13.15974712,0,0,0,0,2/8/15 6:13
116,0,386,4590.25641,3987.692308,3784.615385,4345.128205,4508.717949,4401.025641,4314.358974,4483.076923,4574.358974,4119.487179,4282.564103,3975.897436,3935.384615,4160,1665,1690,13.221,13.15974712,0,0,0,0,2/8/15 6:13
117,0,463,4570.25641,3989.74359,3789.230769,4353.333333,4537.435897,4397.435897,4313.333333,4491.282051,4585.128205,4120.512821,4280.512821,3984.102564,3949.230769,4158.974359,1664,1690,13.229,13.15974712,0,0,0,0,2/8/15 6:13
118,0,441,4554.871795,3989.74359,3787.692308,4343.076923,4515.384615,4386.153846,4313.846154,4489.230769,4576.923077,4106.666667,4276.410256,3992.820513,3944.615385,4114.871795,1664,1691,13.237,13.15974712,0,0,0,0,2/8/15 6:13
119,0,436,4563.589744,3989.230769,3790.25641,4337.948718,4477.435897,4394.871795,4317.435897,4487.179487,4577.948718,4101.538462,4281.025641,3993.333333,3941.025641,4122.051282,1665,1691,13.245,13.15974712,0,0,0,0,2/8/15 6:13
120,0,386,4575.384615,3984.102564,3797.948718,4341.025641,4472.307692,4401.025641,4321.538462,4483.589744,4588.717949,4102.564103,4278.974359,3998.461538,3938.461538,4133.333333,1663,1691,13.253,13.15974712,0,0,0,0,2/8/15 6:13
121,0,463,4582.564103,3976.410256,3799.487179,4335.897436,4488.205128,4396.410256,4320,4475.897436,4576.410256,4097.948718,4264.615385,4006.666667,3924.615385,4098.974359,1665,1691,13.26,13.15974712,0,0,0,0,2/8/15 6:13
122,0,441,4578.974359,3978.461538,3784.615385,4334.358974,4507.179487,4394.358974,4315.384615,4472.307692,4560.512821,4100,4260.512821,3996.923077,3925.128205,4135.384615,1664,1692,13.269,13.15974712,0,0,0,0,2/8/15 6:13
123,0,436,4566.666667,3985.128205,3779.487179,4342.564103,4515.384615,4399.487179,4313.333333,4480,4577.948718,4107.692308,4275.384615,3992.820513,3942.564103,4186.666667,1664,1691,13.277,13.15974712,0,0,0,0,2/8/15 6:13
